Move number,White Moves,Black Moves
1,Nc3,d6
2,d3,e6
3,e3,d5
4,f3,Be7
5,g3,Nf6
6,h3,O-O
7,a3,e5
8,b3,d4
9,Qe2,dxc3
10,Bg2,Bc5
11,Qf2,e4
12,Qf1,exd3
13,Qf2,dxc2
14,Qf1,Bxe3
15,Qf2,Bxc1
16,Qf1,Bb2
17,Qf2,Bxa1
18,Qf1,c1=Q+
19,Ke2,Qc2+
20,Ke3,Qcd2#
[,R,e,s,u,l,t, ,"""",0,-,1,"""",]

